salary,teamsal,nl,years,games,atbats,runs,hits,doubles,triples,hruns,rbis,bavg,bb,so,sbases,fldperc,frstbase,scndbase,shrtstop,thrdbase,outfield,catcher,yrsallst,hispan,black,whitepop,blackpop,hisppop,pcinc,gamesyr,hrunsyr,atbatsyr,allstar,slugavg,rbisyr,sbasesyr,runsyr,percwhte,percblck,perchisp,blckpb,hispph,whtepw,blckph,hisppb,lsalary
7.00E+05,37226584,0,8,595,1746,159,410,78,6,31,185,235,90,345,4,992,0,0,0,0,0,1,0,0,0,3708228,239059,193199,23180,74.375,3.875,218.25,0,33.96334457,23.125,0.5,19.875,89.56021118,5.773694038,4.66609478,0,0,89.56021118,0,0,13.4588356
675000,37226584,0,12,1361,4411,557,1155,193,31,25,437,262,442,465,74,978,0,1,0,0,0,0,0,0,0,3708228,239059,193199,23180,113.4166641,2.083333254,367.5833435,0,33.66583633,36.41666794,6.166666508,46.41666794,89.56021118,5.773694038,4.66609478,0,0,89.56021118,0,0,13.42246819
4.00E+05,37226584,0,8,825,2361,294,610,84,20,43,264,258,224,369,19,963,0,0,1,0,0,0,0,0,1,3708228,239059,193199,23180,103.125,5.375,295.125,0,36.55230713,33,2.375,36.75,89.56021118,5.773694038,4.66609478,5.773694038,0,0,4.66609478,0,12.89921951
340000,37226584,0,4,337,1073,132,306,54,1,18,146,285,122,155,2,989,1,0,0,0,0,0,0,1,0,3708228,239059,193199,23180,84.25,4.5,268.25,0,38.76980591,36.5,0.5,33,89.56021118,5.773694038,4.66609478,0,4.66609478,0,0,5.773694038,12.73670101
270000,37226584,0,2,187,574,63,140,28,2,17,89,244,73,110,5,983,1,0,0,0,0,0,0,0,1,3708228,239059,193199,23180,93.5,8.5,287,0,38.85017395,44.5,2.5,31.5,89.56021118,5.773694038,4.66609478,5.773694038,0,0,4.66609478,0,12.50617695
240000,37226584,0,3,139,373,40,109,25,2,5,40,292,39,36,1,983,1,0,0,0,0,0,0,0,0,3708228,239059,193199,23180,46.33333206,1.666666627,124.3333359,0,41.01876831,13.33333302,0.333333343,13.33333302,89.56021118,5.773694038,4.66609478,0,0,89.56021118,0,0,12.38839436
222000,37226584,0,2,142,417,49,112,19,1,4,46,269,26,66,2,971,0,0,0,0,1,0,0,0,0,3708228,239059,193199,23180,71,2,208.5,0,34.77218246,23,1,24.5,89.56021118,5.773694038,4.66609478,0,0,89.56021118,0,0,12.31043243
2.00E+05,37226584,0,3,116,326,23,72,15,0,5,29,221,32,61,0,967,0,1,0,0,0,0,0,0,0,3708228,239059,193199,23180,38.66666794,1.666666627,108.6666641,0,31.28834343,9.666666985,0,7.666666508,89.56021118,5.773694038,4.66609478,0,0,89.56021118,0,0,12.20607281
135000,37226584,0,1,58,185,21,51,13,0,5,25,276,20,17,1,963,0,0,1,0,0,0,0,0,0,3708228,239059,193199,23180,58,5,185,0,42.70270157,25,1,21,89.56021118,5.773694038,4.66609478,0,0,89.56021118,0,0,11.81303024
1600000,15589667,0,4,347,1287,164,335,62,7,70,247,260,90,288,13,963,0,0,0,0,1,0,0,0,1,2261217,441940,52997,18774,86.75,17.5,321.75,0,48.25174713,61.75,3.25,41,82.04247284,16.03466225,1.922860622,16.03466225,0,0,1.922860622,0,14.28551388
1300000,15589667,0,5,280,948,93,248,52,2,12,105,262,49,106,7,988,0,0,0,0,0,1,3,0,1,2261217,441940,52997,18774,56,2.400000095,189.6000061,60,35.86497879,21,1.399999976,18.60000038,82.04247284,16.03466225,1.922860622,16.03466225,0,0,1.922860622,0,14.07787514
1200000,15589667,0,3,427,1562,218,457,77,5,38,221,293,99,207,13,965,0,1,0,0,0,0,1,1,0,2261217,441940,52997,18774,142.3333282,12.66666698,520.666687,33.33333206,42.12548065,73.66666412,4.333333492,72.66666412,82.04247284,16.03466225,1.922860622,0,1.922860622,0,0,16.03466225,13.9978323
975000,15589667,0,4,277,902,118,221,35,6,39,113,245,64,201,25,971,0,0,0,0,1,0,0,0,1,2261217,441940,52997,18774,69.25,9.75,225.5,0,42.68292618,28.25,6.25,29.5,82.04247284,16.03466225,1.922860622,16.03466225,0,0,1.922860622,0,13.7901926
950000,15589667,0,6,578,1692,169,431,42,9,1,111,255,123,105,17,972,0,0,1,0,0,0,0,1,0,2261217,441940,52997,18774,96.33333588,0.166666672,282,0,29.19621658,18.5,2.833333254,28.16666603,82.04247284,16.03466225,1.922860622,0,1.922860622,0,0,16.03466225,13.76421738
750000,15589667,0,9,564,1441,119,329,62,3,17,136,228,80,387,3,988,0,0,0,0,0,1,0,0,0,2261217,441940,52997,18774,62.66666794,1.888888836,160.1111145,0,31.08952141,15.11111069,0.333333343,13.22222233,82.04247284,16.03466225,1.922860622,0,0,82.04247284,0,0,13.52782822
5.00E+05,15589667,0,5,359,1162,112,308,52,6,19,121,265,48,173,9,975,1,0,0,0,0,0,0,1,0,2261217,441940,52997,18774,71.80000305,3.799999952,232.3999939,0,36.91910553,24.20000076,1.799999952,22.39999962,82.04247284,16.03466225,1.922860622,0,1.922860622,0,0,16.03466225,13.12236309
425000,15589667,0,2,168,650,105,179,16,8,5,42,275,73,73,68,981,0,0,0,0,1,0,0,0,1,2261217,441940,52997,18774,84,2.5,325,0,34.76922989,21,34,52.5,82.04247284,16.03466225,1.922860622,16.03466225,0,0,1.922860622,0,12.95984459
4.00E+05,15589667,0,7,517,1523,142,387,61,5,7,104,254.0000153,48,190,8,970,0,0,1,0,0,0,0,1,0,2261217,441940,52997,18774,73.85713959,1,217.5714264,0,31.45108414,14.85714245,1.142857194,20.2857151,82.04247284,16.03466225,1.922860622,0,1.922860622,0,0,16.03466225,12.89921951
350000,15589667,0,4,221,647,71,165,30,2,27,87,255,72,135,1,993,1,0,0,0,0,0,0,0,0,2261217,441940,52997,18774,55.25,6.75,161.75,0,43.27666092,21.75,0.25,17.75,82.04247284,16.03466225,1.922860622,0,0,82.04247284,0,0,12.7656889
335000,15589667,0,11,625,1569,120,408,56,4,5,157,260,105,185,7,985,0,0,0,0,0,1,0,1,0,2261217,441940,52997,18774,56.81818008,0.454545468,142.6363678,0,31.03887749,14.27272701,0.636363626,10.909091,82.04247284,16.03466225,1.922860622,0,1.922860622,0,0,16.03466225,12.72188568
325000,15589667,0,3,248,686,71,182,29,5,6,54,265,41,128,25,990,0,0,0,0,1,0,0,0,1,2261217,441940,52997,18774,82.66666412,2,228.6666718,0,34.8396492,18,8.333333015,23.66666603,82.04247284,16.03466225,1.922860622,16.03466225,0,0,1.922860622,0,12.69158077
3.00E+05,15589667,0,6,555,1764,199,495,84,12,26,163,281,116,151,12,976,0,1,0,0,0,0,0,0,0,2261217,441940,52997,18774,92.5,4.333333492,294,0,38.60544205,27.16666603,2,33.16666794,82.04247284,16.03466225,1.922860622,0,0,82.04247284,0,0,12.61153793
142500,15589667,0,2,55,197,19,51,9,2,4,19,259,5,41,0,993,1,0,0,0,0,0,0,0,1,2261217,441940,52997,18774,27.5,2,98.5,0,38.57868195,9.5,0,9.5,82.04247284,16.03466225,1.922860622,16.03466225,0,0,1.922860622,0,11.8670969
4200000,35948168,0,7,696,2297,353,590,91,3,161,473,257,287,628,0,990,1,0,0,0,0,0,2,0,1,3569087,975199,90947,17061,99.42857361,23,328.1428528,28.5714283,50.93600464,67.57142639,0,50.42856979,76.99908447,21.03883362,1.962080479,21.03883362,0,0,1.962080479,0,15.25059509
3866667,35948168,0,11,1292,4331,652,1120,190,37,68,450,259,634,762,97,967,0,0,0,0,1,0,0,0,1,3569087,975199,90947,17061,117.4545441,6.181818008,393.7272644,0,36.66589737,40.90909195,8.818181992,59.27272797,76.99908447,21.03883362,1.962080479,21.03883362,0,0,1.962080479,0,15.1679039
3433333,35948168,0,16,2095,7616,1211,2088,353,62,209,930,274,1047,965,134,984,0,1,0,0,0,0,5,0,1,3569087,975199,90947,17061,130.9375,13.0625,476,31.25,41.91176605,58.125,8.375,75.6875,76.99908447,21.03883362,1.962080479,21.03883362,0,0,1.962080479,0,15.04904175
3333333,35948168,0,9,932,2873,416,693,121,8,137,406,241,538,811,18,990,0,0,0,0,0,1,1,0,0,3569087,975199,90947,17061,103.5555573,15.22222233,319.222229,11.11111069,43.19526672,45.11111069,2,46.22222137,76.99908447,21.03883362,1.962080479,0,0,76.99908447,0,0,15.01948357
2066667,35948168,0,9,1002,3365,503,746,128,12,205,536,222,503,1210,38,978,0,0,0,0,1,0,0,0,0,3569087,975199,90947,17061,111.3333359,22.77777863,373.8888855,0,44.96285248,59.55555725,4.222222328,55.88888931,76.99908447,21.03883362,1.962080479,0,0,76.99908447,0,0,14.54144764
1400000,35948168,0,16,1965,7179,1077,2050,356,51,162,876,286,759,755,212,977,0,0,1,0,0,0,6,0,0,3569087,975199,90947,17061,122.8125,10.125,448.6875,37.5,41.70497131,54.75,13.25,67.3125,76.99908447,21.03883362,1.962080479,0,0,76.99908447,0,0,14.15198326
1150000,35948168,0,10,1106,4145,611,1120,187,38,61,390,270,316,575,214,984,0,0,0,0,1,0,0,0,0,3569087,975199,90947,17061,110.5999985,6.099999905,414.5,0,37.78045654,39,21.39999962,61.09999847,76.99908447,21.03883362,1.962080479,0,0,76.99908447,0,0,13.95527267
650000,35948168,0,3,379,1448,184,388,78,8,50,214,268,102,344,23,960,0,0,1,0,0,0,1,0,0,3569087,975199,90947,17061,126.3333359,16.66666603,482.6666565,33.33333206,43.64640808,71.33333588,7.666666508,61.33333206,76.99908447,21.03883362,1.962080479,0,0,76.99908447,0,0,13.38472748
5.00E+05,35948168,0,14,1351,4838,815,1298,216,44,210,701,268,599,1068,256,975,0,0,0,0,1,0,0,0,0,3569087,975199,90947,17061,96.5,15,345.5714417,0,46.13476563,50.07143021,18.2857151,58.2142868,76.99908447,21.03883362,1.962080479,0,0,76.99908447,0,0,13.12236309
425000,35948168,0,6,325,678,96,166,23,4,2,48,245,49,154,53,973,0,0,0,0,1,0,0,0,1,3569087,975199,90947,17061,54.16666794,0.333333343,113,0,29.9410038,8,8.833333015,16,76.99908447,21.03883362,1.962080479,21.03883362,0,0,1.962080479,0,12.95984459
275000,35948168,0,3,262,817,124,205,29,9,6,69,250.9999847,67,164,50,984,0,0,0,0,1,0,0,0,1,3569087,975199,90947,17061,87.33333588,2,272.3333435,0,33.04773712,23,16.66666603,41.33333206,76.99908447,21.03883362,1.962080479,21.03883362,0,0,1.962080479,0,12.5245266
250000,35948168,0,7,245,433,67,108,22,3,11,52,249,30,53,15,969,0,0,0,1,0,0,0,0,1,3569087,975199,90947,17061,35,1.571428537,61.8571434,0,39.03002167,7.428571224,2.142857075,9.571428299,76.99908447,21.03883362,1.962080479,21.03883362,0,0,1.962080479,0,12.42921638
240000,35948168,0,5,195,425,43,87,15,1,8,32,205,62,101,0,988,0,0,0,0,0,1,0,0,0,3569087,975199,90947,17061,39,1.600000024,85,0,30.11764717,6.400000095,0,8.600000381,76.99908447,21.03883362,1.962080479,0,0,76.99908447,0,0,12.38839436
230000,35948168,0,2,161,481,62,137,26,0,6,57,285,31,61,3,967,0,0,0,1,0,0,0,0,0,3569087,975199,90947,17061,80.5,3,240.5,0,37.62993622,28.5,1.5,31,76.99908447,21.03883362,1.962080479,0,0,76.99908447,0,0,12.34583473
2700000,22840832,0,19,2729,10554,1570,3025,558,123,243,1355,287,922,1257,262,971,0,0,0,0,1,0,3,0,0,1335470,214182,60340,17589,143.6315765,12.78947353,555.4736938,15.78947353,43.18741608,71.31578827,13.78947353,82.63157654,82.94886017,13.30329609,3.747844696,0,0,82.94886017,0,0,14.80876255
2500000,22840832,0,6,797,2783,314,745,119,16,32,350,268,205,219,83,988,0,0,0,0,0,1,0,0,0,1335470,214182,60340,17589,132.8333282,5.333333492,463.8333435,0,35.64498901,58.33333206,13.83333302,52.33333206,82.94886017,13.30329609,3.747844696,0,0,82.94886017,0,0,14.73180103
1640000,22840832,0,4,444,1538,227,360,71,9,72,260,234,167,362,28,984,0,0,0,0,1,0,0,0,1,1335470,214182,60340,17589,111,18,384.5,0,43.23797226,65,7,56.75,82.94886017,13.30329609,3.747844696,13.30329609,0,0,3.747844696,0,14.31020641
1333333,22840832,0,11,1425,5071,720,1353,216,39,84,491,267,703,597,208,983,0,1,0,0,0,0,0,0,0,1335470,214182,60340,17589,129.5454559,7.636363506,461,0,37.44823456,44.63636398,18.90909004,65.45454407,82.94886017,13.30329609,3.747844696,0,0,82.94886017,0,0,14.10319233
1100000,22840832,0,12,1656,5860,760,1454,287,29,255,856,248,721,1070,66,984,0,0,0,0,1,0,1,0,0,1335470,214182,60340,17589,138,21.25,488.3333435,8.333333015,43.75426483,71.33333588,5.5,63.33333206,82.94886017,13.30329609,3.747844696,0,0,82.94886017,0,0,13.91082096
1.00E+06,22840832,0,4,383,1134,172,331,43,13,8,148,292,99,101,74,997,0,0,0,0,1,0,0,0,1,1335470,214182,60340,17589,95.75,2,283.5,0,37.38977051,37,18.5,43,82.94886017,13.30329609,3.747844696,13.30329609,0,0,3.747844696,0,13.81551075
750000,22840832,0,4,371,1138,161,298,398,12,14,125,262,72,168,36,968,0,0,1,0,0,0,0,0,0,1335470,214182,60340,17589,92.75,3.5,284.5,0,66.95957947,31.25,9,40.25,82.94886017,13.30329609,3.747844696,0,0,82.94886017,0,0,13.52782822
725000,22840832,0,5,363,1018,109,267,63,3,39,144,262,84,225,2,945,0,0,0,0,1,0,0,0,0,1335470,214182,60340,17589,72.59999847,7.800000191,203.6000061,0,44.49901581,28.79999924,0.400000006,21.79999924,82.94886017,13.30329609,3.747844696,0,0,82.94886017,0,0,13.493927
350000,22840832,0,1,149,579,93,168,19,6,1,47,290,55,124,54,966,0,0,1,0,0,0,0,0,0,1335470,214182,60340,17589,149,1,579,0,34.88773727,47,54,93,82.94886017,13.30329609,3.747844696,0,0,82.94886017,0,0,12.7656889
250000,22840832,0,14,1302,4204,473,1110,183,41,70,402,264,326,619,161,964,0,0,1,0,0,0,1,0,0,1335470,214182,60340,17589,93,5,300.2857056,7.142857075,37.70218658,28.7142849,11.5,33.7857132,82.94886017,13.30329609,3.747844696,0,0,82.94886017,0,0,12.42921638
120000,22840832,0,1,51,164,15,38,8,0,4,25,232,17,18,2,992,0,0,0,0,0,1,0,0,0,1335470,214182,60340,17589,51,4,164,0,35.36585236,25,2,15,82.94886017,13.30329609,3.747844696,0,0,82.94886017,0,0,11.6952467
118000,22840832,0,1,47,133,17,30,3,1,2,10,226,12,30,10,1000,1,0,0,0,0,0,0,0,0,1335470,214182,60340,17589,47,2,133,0,30.82706833,10,10,17,82.94886017,13.30329609,3.747844696,0,0,82.94886017,0,0,11.67844009
110000,22840832,0,1,22,9,5,1,0,0,0,1,111,0,0,3,1000,0,0,0,0,1,0,0,1,0,1335470,214182,60340,17589,22,0,9,0,11.11111069,1,3,5,82.94886017,13.30329609,3.747844696,0,3.747844696,0,0,13.30329609,11.60823536
5050000,41033000,0,9,946,3340,507,950,193,16,177,620,284,499,881,35,964,0,0,0,0,1,0,1,0,1,12699119,3289465,2777951,19683,105.1111145,19.66666603,371.1111145,11.11111069,51.07784271,68.8888855,3.888888836,56.33333206,67.66896057,17.52835655,14.80268478,17.52835655,0,0,14.80268478,0,15.43489838
3833333,41033000,0,8,799,2618,321,679,147,7,96,411,259,306,456,61,989,0,0,0,0,1,0,1,0,0,12699119,3289465,2777951,19683,99.875,12,327.25,12.5,43.0863266,51.375,7.625,40.125,67.66896057,17.52835655,14.80268478,0,0,67.66896057,0,0,15.15924549
3820000,41033000,0,11,1426,5643,808,1754,363,15,192,913,311,427,343,14,995,1,0,0,0,0,0,6,0,0,12699119,3289465,2777951,19683,129.6363678,17.45454597,513,54.54545593,48.25447464,83,1.272727251,73.45454407,67.66896057,17.52835655,14.80268478,0,0,67.66896057,0,0,15.15576077
2900000,41033000,0,11,1625,6213,1067,2098,422,47,85,687,338,1004,470,16,963,0,0,0,1,0,0,8,0,0,12699119,3289465,2777951,19683,147.7272797,7.727272511,564.8181763,72.72727203,46.17736816,62.45454407,1.454545498,97,67.66896057,17.52835655,14.80268478,0,0,67.66896057,0,0,14.88022137
2500000,41033000,0,8,762,2379,269,610,83,4,117,362,256,174,333,8,990,0,0,0,0,0,1,1,0,0,12699119,3289465,2777951,19683,95.25,14.625,297.375,12.5,44.22026062,45.25,1,33.625,67.66896057,17.52835655,14.80268478,0,0,67.66896057,0,0,14.73180103
2250000,41033000,0,10,1277,4110,499,1000,173,52,40,354,243,473,450,74,978,0,0,1,0,0,0,0,0,0,12699119,3289465,2777951,19683,127.6999969,4,411,0,33.99026871,35.40000153,7.400000095,49.90000153,67.66896057,17.52835655,14.80268478,0,0,67.66896057,0,0,14.626441
1575000,41033000,0,8,782,1916,243,448,70,10,26,174,234,216,293,21,978,0,1,0,0,0,0,0,0,0,12699119,3289465,2777951,19683,97.75,3.25,239.5,0,32.15031433,21.75,2.625,30.375,67.66896057,17.52835655,14.80268478,0,0,67.66896057,0,0,14.26976585
1050000,41033000,0,6,385,1062,128,263,51,6,20,104,248,91,218,11,954,0,0,1,0,0,0,0,0,0,12699119,3289465,2777951,19683,64.16666412,3.333333254,177,0,36.34651566,17.33333397,1.833333373,21.33333397,67.66896057,17.52835655,14.80268478,0,0,67.66896057,0,0,13.86430073
350000,41033000,0,8,711,2144,277,605,115,18,23,204,282,306,307,49,990,0,0,0,0,1,0,0,0,1,12699119,3289465,2777951,19683,88.875,2.875,268,0,38.47947693,25.5,6.125,34.625,67.66896057,17.52835655,14.80268478,17.52835655,0,0,14.80268478,0,12.7656889
325000,41033000,0,7,520,1160,138,291,50,4,24,147,250.9999847,180,260,6,983,0,0,0,0,0,1,0,0,0,12699119,3289465,2777951,19683,74.2857132,3.428571463,165.7142792,0,36.29310226,21,0.857142866,19.7142849,67.66896057,17.52835655,14.80268478,0,0,67.66896057,0,0,12.69158077
255000,41033000,0,3,325,1040,146,245,35,1,55,139,236,151,267,9,983,1,0,0,0,0,0,0,0,0,12699119,3289465,2777951,19683,108.3333359,18.33333397,346.6666565,0,42.98077011,46.33333206,3,48.66666794,67.66896057,17.52835655,14.80268478,0,0,67.66896057,0,0,12.44901848
160000,41033000,0,2,202,616,73,144,34,6,10,50,234,40,124,20,964,0,1,0,0,0,0,0,0,0,12699119,3289465,2777951,19683,101,5,308,0,35.7142868,25,10,36.5,67.66896057,17.52835655,14.80268478,0,0,67.66896057,0,0,11.98292923
152000,41033000,0,3,187,524,53,129,22,1,12,55,246,54,88,2,959,0,0,0,0,0,1,0,0,0,12699119,3289465,2777951,19683,62.33333206,4,174.6666718,0,36.0687027,18.33333397,0.666666687,17.66666603,67.66896057,17.52835655,14.80268478,0,0,67.66896057,0,0,11.93163586
150000,41033000,0,2,147,581,82,149,33,6,8,60,256,77,93,17,986,0,0,0,0,1,0,0,0,1,12699119,3289465,2777951,19683,73.5,4,290.5,0,37.52151489,30,8.5,41,67.66896057,17.52835655,14.80268478,17.52835655,0,0,14.80268478,0,11.91839027
5500000,42866000,0,10,1344,5201,727,1370,264,34,242,873,263,294,867,181,981,0,0,0,0,1,0,2,0,1,NA,NA,NA,23642,134.3999939,24.20000076,520.0999756,20,46.68333054,87.30000305,18.10000038,72.69999695,NA,NA,NA,NA,NA,NA,NA,NA,15.5202589
4833333,42866000,0,5,761,2962,439,862,146,31,39,302,291,292,369,192,978,0,1,0,0,0,0,3,0,1,NA,NA,NA,23642,152.1999969,7.800000191,592.4000244,60,40.07427597,60.40000153,38.40000153,87.80000305,NA,NA,NA,NA,NA,NA,NA,NA,15.39104652
3583333,42866000,0,8,921,3514,545,891,157,41,93,361,254.0000153,246,743,200,984,0,0,0,0,1,0,1,0,1,NA,NA,NA,23642,115.125,11.625,439.25,12.5,40.09675598,45.125,25,68.125,NA,NA,NA,NA,NA,NA,NA,NA,15.09180355
3500000,42866000,0,15,1856,7520,1275,2281,405,86,160,790,303,755,882,412,968,1,0,0,0,0,0,5,0,0,NA,NA,NA,23642,123.7333298,10.66666698,501.3333435,33.33333206,44.38829803,52.66666794,27.46666718,85,NA,NA,NA,NA,NA,NA,NA,NA,15.06827354
2100000,42866000,0,7,517,1433,181,361,57,9,51,168,252,76,264,27,988,0,0,0,0,1,0,0,0,0,NA,NA,NA,23642,73.85713959,7.285714149,204.7142792,0,41.10258102,24,3.857142925,25.8571434,NA,NA,NA,NA,NA,NA,NA,NA,14.55744743
1487500,42866000,0,4,394,1278,177,344,73,2,47,182,269,195,221,1,994,1,0,0,0,0,0,0,0,0,NA,NA,NA,23642,98.5,11.75,319.5,0,43.97496033,45.5,0.25,44.25,NA,NA,NA,NA,NA,NA,NA,NA,14.21260738
8.00E+05,42866000,0,10,1203,3818,452,875,122,29,52,314,229,390,591,109,977,0,0,1,0,0,0,0,0,0,NA,NA,NA,23642,120.3000031,5.199999809,381.7999878,0,31.7181778,31.39999962,10.89999962,45.20000076,NA,NA,NA,NA,NA,NA,NA,NA,13.59236717
5.00E+05,42866000,0,10,761,2394,278,592,119,12,63,309,247,196,365,19,952,0,0,0,1,0,0,0,0,1,NA,NA,NA,23642,76.09999847,6.300000191,239.3999939,0,38.59649277,30.89999962,1.899999976,27.79999924,NA,NA,NA,NA,NA,NA,NA,NA,13.12236309
5.00E+05,42866000,0,17,1916,6685,744,1668,242,78,24,524,250,335,651,192,961,0,0,1,0,0,0,1,1,0,NA,NA,NA,23642,112.7058792,1.411764741,393.2352905,5.882352829,31.98204994,30.8235302,11.29411793,43.76470566,NA,NA,NA,NA,NA,NA,NA,NA,13.12236309
290000,42866000,0,3,252,812,89,212,29,4,11,72,261,33,55,12,978,0,1,0,0,0,0,0,1,0,NA,NA,NA,23642,84,3.666666746,270.6666565,0,34.72906494,24,4,29.66666603,NA,NA,NA,NA,NA,NA,NA,NA,12.57763577
182500,42866000,0,2,83,207,23,55,9,0,5,27,266,22,50,0,956,0,0,0,0,0,1,0,0,0,NA,NA,NA,23642,41.5,2.5,103.5,0,38.16424942,13.5,0,11.5,NA,NA,NA,NA,NA,NA,NA,NA,12.11450577
115000,42866000,0,2,26,34,3,6,1,2,0,3,176,0,10,0,980,0,0,1,0,0,0,0,0,0,NA,NA,NA,23642,13,0,17,0,32.35293961,1.5,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,11.65268707
112500,42866000,0,2,11,20,1,5,0,0,1,2,250,2,6,0,1000,0,0,0,0,0,1,0,0,0,NA,NA,NA,23642,5.5,0.5,10,0,40,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,11.63070869
109000,42866000,0,1,7,8,2,5,0,0,1,3,625,0,1,0,1000,1,0,0,0,0,0,0,1,0,NA,NA,NA,23642,7,1,8,0,100,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,11.59910297
4333333,27705332,0,9,921,3094,421,800,145,24,114,434,259,195,493,80,956,0,0,0,1,0,0,2,0,0,9388957,1229809,4779118,14731,102.3333359,12.66666698,343.777771,22.22222137,43.14802933,48.22222137,8.888889313,46.77777863,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,15.28184795
3.00E+06,27705332,0,12,1643,6031,745,1523,287,28,231,872,252.9999847,412,1060,82,965,0,0,0,1,0,0,2,0,0,9388957,1229809,4779118,14731,136.9166718,19.25,502.5833435,16.66666603,42.43077469,72.66666412,6.833333492,62.08333206,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,14.91412258
2475000,27705332,0,6,753,2740,426,818,96,41,13,242,299,200,329,195,982,0,0,0,0,1,0,0,1,0,9388957,1229809,4779118,14731,125.5,2.166666746,456.6666565,0,37.7737236,40.33333206,32.5,71,60.97563171,7.986870289,31.03749847,0,31.03749847,0,0,7.986870289,14.72175121
1750000,27705332,0,12,1590,5698,79,1538,275,28,197,818,270,707,1087,117,971,0,0,0,0,1,0,2,0,1,9388957,1229809,4779118,14731,132.5,16.41666603,474.8333435,16.66666603,43.1730423,68.16666412,9.75,6.583333492,60.97563171,7.986870289,31.03749847,7.986870289,0,0,31.03749847,0,14.37512589
6.00E+05,27705332,0,8,482,1069,125,249,36,3,13,91,233,97,167,16,975,0,0,0,1,0,0,0,1,0,9388957,1229809,4779118,14731,60.25,1.625,133.625,0,30.86997223,11.375,2,15.625,60.97563171,7.986870289,31.03749847,0,31.03749847,0,0,7.986870289,13.30468464
6.00E+05,27705332,0,8,758,1798,250,442,67,17,10,147,246,191,309,83,988,0,0,0,0,1,0,0,1,0,9388957,1229809,4779118,14731,94.75,1.25,224.75,0,31.8687439,18.375,10.375,31.25,60.97563171,7.986870289,31.03749847,0,31.03749847,0,0,7.986870289,13.30468464
525000,27705332,0,5,248,690,63,164,38,1,14,72,238,50,101,0,987,0,0,0,0,0,1,0,0,0,9388957,1229809,4779118,14731,49.59999847,2.799999952,138,0,35.65217209,14.39999962,0,12.60000038,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,13.17115307
450000,27705332,0,4,370,1192,176,308,52,7,12,85,258,105,215,46,982,0,0,0,0,1,0,0,0,1,9388957,1229809,4779118,14731,92.5,3,298,0,34.39597321,21.25,11.5,44,60.97563171,7.986870289,31.03749847,7.986870289,0,0,31.03749847,0,13.01700306
265000,27705332,0,4,195,632,91,148,22,1,3,45,234,26,64,10,964,0,0,1,0,0,0,0,0,0,9388957,1229809,4779118,14731,48.75,0.75,158,0,28.63924026,11.25,2.5,22.75,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,12.48748493
220000,27705332,0,1,139,441,59,114,16,2,10,46,259,51,71,43,978,0,0,0,0,1,0,0,0,0,9388957,1229809,4779118,14731,139,10,441,0,37.18820953,46,43,59,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,12.30138302
160000,27705332,0,4,119,306,30,62,13,0,3,25,203,24,97,1,987,0,0,0,0,0,1,0,0,0,9388957,1229809,4779118,14731,29.75,0.75,76.5,0,27.45098114,6.25,0.25,7.5,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,11.98292923
115000,27705332,0,1,23,79,8,14,1,0,2,6,177,11,23,1,953,0,0,0,0,1,0,0,0,0,9388957,1229809,4779118,14731,23,2,79,0,26.58227921,6,1,8,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,11.65268707
112500,27705332,0,1,47,151,14,39,5,0,1,12,258,8,26,9,964,0,1,0,0,0,0,0,0,1,9388957,1229809,4779118,14731,47,1,151,0,31.12582779,12,9,14,60.97563171,7.986870289,31.03749847,7.986870289,0,0,31.03749847,0,11.63070869
110000,27705332,0,1,7,14,1,2,1,0,0,2,143,5,5,0,1000,1,0,0,0,0,0,0,0,0,9388957,1229809,4779118,14731,7,0,14,0,21.4285717,2,0,1,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,11.60823536
109000,27705332,0,3,63,159,10,27,5,1,2,8,170,20,29,1,963,0,0,0,1,0,0,0,0,0,9388957,1229809,4779118,14731,21,0.666666687,53,0,25.15723228,2.666666746,0.333333343,3.333333254,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,11.59910297
3650000,35228168,0,11,1485,5713,778,1613,291,32,252,938,282,318,722,66,964,0,0,0,0,1,0,3,1,0,5772110,1547725,893422,18840,135,22.90909004,519.3636475,27.27272797,47.68072891,85.27272797,6,70.72727203,70.27796936,18.84422874,10.8778038,0,10.8778038,0,0,18.84422874,15.11023808
3500000,35228168,0,14,1704,6465,1138,1923,315,96,108,656,297,939,679,730,987,0,0,0,0,1,0,7,0,1,5772110,1547725,893422,18840,121.7142868,7.714285851,461.7857056,50,42.59860611,46.8571434,52.1428566,81.2857132,70.27796936,18.84422874,10.8778038,18.84422874,0,0,10.8778038,0,15.06827354
